Sentence	MOR_Tier	Error_Flag
is say thank you . 461865_468938	aux|be-Fin-Ind-Pres-S3 intj|say verb|thank-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 .	No_Error_Present
balloon is happy . 468938_476675	noun|balloon aux|be-Fin-Ind-Pres-S3 adj|happy-S1 .	No_Error_Present
is playing bubbles . 493150_499311	aux|be-Fin-Ind-Pres-S3 verb|play-Part-Pres-S noun|bubble-Plur-Acc .	No_Error_Present
is throw them down . 510045_514525	aux|be-Fin-Ind-Pres-S3 verb|throw-Inf-S pron|they-Prs-Acc-P3 adp|down .	No_Error_Present
is (.) say thank you . 519535_522615	aux|be-Fin-Ind-Pres-S3 intj|say verb|thank-Fin-Ind-Pres-S1 pron|you-Prs-Acc-S2 .	No_Error_Present
is going swimming . 543125_544165	aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S noun|swim-Acc-Ger .	No_Error_Present
&-um (be)cause he was crying (be)cause sad . 584425_599085	sconj|because pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Past-S3-irr verb|cry-Part-Pres-S sconj|because adj|sad-S1 .	No_Error_Present
is like it . 632755_637675	aux|be-Fin-Ind-Pres-S3 adp|like pron|it-Prs-Acc-S3 .	No_Error_Present
<it bro> [//] it's under the water . 647745_652685	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adp|under det|the-Def-Art noun|water .	No_Error_Present
what did it &-um you . 670105_673605	pron|what-Int-S1 aux|do-Fin-Ind-Past-S3-irr pron|it-Prs-Nom-S3 pron|you-Prs-Nom-S2 .	No_Error_Present
is do it . 689665_691105	aux|be-Fin-Ind-Pres-S3 verb|do-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
can n(o)t do it . 692425_695645	aux|can-Fin-S part|not verb|do-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
and the rabbit is shovel . 104885_107365	cconj|and det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 noun|shovel .	No_Error_Present
the dog is not happy (.) (be)cause the rabbit <do> [//] <poured um> [/] poured <the> [/] the sand on the castle . 115845_125305	det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 part|not adj|happy-S1 sconj|because det|the-Def-Art noun|rabbit verb|pour-Fin-Ind-Past-S3 det|the-Def-Art noun|sand-Acc adp|on det|the-Def-Art noun|castle .	No_Error_Present
<and> [/] <and the dog> [/] and the dog is not happy . 135415_139595	cconj|and det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 part|not adj|happy-S1 .	No_Error_Present
<and the dog is> [//] and the rabbit (i)s not happy too . 140815_145295	cconj|and det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 part|not adj|happy-S1 adv|too .	No_Error_Present
and (.) see is one castle . 146715_149275	cconj|and verb|see-Fin-Imp-S aux|be-Fin-Ind-Pres-S3 num|one noun|castle-Acc .	No_Error_Present
then xxx the way there uhhum . 149675_151675	adv|then det|the-Def-Art noun|way pron|there-Dem-S1 verb|uhhum-Fin-Ind-Pres-S3 .	No_Error_Present
and the dog is sad . 159455_160695	cconj|and det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 adj|sad-S1 .	No_Error_Present
<and do> [//] <and the> [//] <he> [//] the dog just keep doing it . 167935_173235	det|the-Def-Art noun|dog adv|just verb|keep-Fin-Imp-S verb|do-Ger-S pron|it-Prs-Acc-S3 .	No_Error_Present
it (i)s almost done uhhum . 173215_174515	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adv|almost verb|do-Part-Past-S-irr noun|uhhum .	No_Error_Present
the rabbit (i)s having a picnic . 180875_187915	det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 verb|have-Part-Pres-S det|a-Ind-Art noun|picnic-Acc .	No_Error_Present
then the dog (i)s having a picnic . 188295_190135	adv|then det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 verb|have-Part-Pres-S det|a-Ind-Art noun|picnic-Acc .	No_Error_Present
the dog (i)s <se> [//] hungry . 196055_197415	det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 adj|hungry-S1 .	No_Error_Present
and see the rabbit (i)s hungry . 198585_200265	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 adj|hungry-S1 .	No_Error_Present
<and the do> [//] the rabbit said (.) &-uh too full . 200565_205365	det|the-Def-Art noun|rabbit verb|say-Fin-Ind-Past-S3-irr adv|too adj|full-S1 .	No_Error_Present
and the dog (i)s not too full . 206305_212725	cconj|and det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 part|not adv|too adj|full-S1 .	No_Error_Present
and <the> [/] the rabbit (i)s too full . 214405_217125	cconj|and det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 adv|too adj|full-S1 .	No_Error_Present
the dog <is> [/] is [!] drinking . 221405_223705	det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 verb|drink-Part-Pres-S .	No_Error_Present
and see the rabbit (i)s <got> [//] eating a lots of food . 224745_231309	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 verb|eat-Part-Pres-S det|a-Ind-Art noun|lot-Plur-Acc adp|of noun|food .	No_Error_Present
&=high_pitched <see uh> [/] see the rabbit (ha)s got too full . 239144_245921	verb|see-Fin-Imp-S det|the-Def-Art noun|rabbit aux|have-Fin-Ind-Pres-S3 verb|get-Part-Past-S-irr adv|too adj|full-S1 .	No_Error_Present
&=high_pitched <come come the um come come come come s come and> [//] come to see what <the do> [//] the rabbit done (.) uhhum . 245921_264367	verb|come-Fin-Imp-S part|to verb|see-Inf-S pron|what-Int-S1 det|the-Def-Art noun|rabbit verb|do-Fin-Ind-Past-S3-irr adv|uhhum .	No_Error_Present
the lady do fix <the dog um> [//] the rabbit uhhum . 267845_272845	det|the-Def-Art noun|lady aux|do-Fin-Ind-Pres-S3 verb|fix-Inf-S det|the-Def-Art noun|rabbit noun|uhhum-Acc .	No_Error_Present
<the ra> [/-] it (i)s sposta xxx the rabbit . 275605_279885	pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|sposta-Part-Pres-S det|the-Def-Art noun|rabbit-Acc .	No_Error_Present
the rabbit (.) taking <the doctor from> [/] the doctor from be [?] (.) uhhum . 284285_291005	det|the-Def-Art noun|rabbit verb|take-Ger-S det|the-Def-Art noun|doctor-Acc adp|from aux|be-Inf-S noun|uhhum .	No_Error_Present
and the dog is coming all day . 338435_341555	cconj|and det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S det|all-Def-Tot noun|day .	No_Error_Present
and see the dog is <not> [/] not happy . 348275_355555	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 part|not adj|happy-S1 .	No_Error_Present
and the dog (.) will catch it uhhum . 361265_364225	cconj|and det|the-Def-Art noun|dog aux|will-Fin-S verb|catch-Inf-S pron|it-Prs-Acc-S3 adv|uhhum .	No_Error_Present
the dog is too mad . 367245_369825	det|the-Def-Art noun|dog aux|be-Fin-Ind-Pres-S3 adv|too adj|mad-S1 .	No_Error_Present
and see the rabbit is not too <mad> [/] mad (be)cause he chewed gently uhhum . 370805_380225	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|rabbit aux|be-Fin-Ind-Pres-S3 part|not adv|too adj|mad-S1 sconj|because pron|he-Prs-Nom-S3 verb|chew-Fin-Ind-Past-S3 adv|gently noun|uhhum-Acc .	No_Error_Present
and he said &=low_pitched um no you have no money change (.) now . 392305_399765	cconj|and pron|he-Prs-Nom-S3 verb|say-Fin-Ind-Past-S3-irr intj|um intj|no pron|you-Prs-Nom-S2 verb|have-Fin-Ind-Pres-S2 det|no-Def-Neg noun|money noun|change-Acc adv|now .	No_Error_Present
he (i)s happy and change . 446205_449185	pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|happy-S1 cconj|and verb|change-Fin-Ind-Pres-P3 .	No_Error_Present
and a long time ago (.) the rabbit give change to the rabbit uhhum . 450945_457625	cconj|and det|a-Ind-Art adj|long-S1 noun|time adv|ago det|the-Def-Art noun|rabbit verb|give-Fin-Ind-Pres-S3 noun|change-Acc adp|to det|the-Def-Art noun|rabbit noun|uhhum .	No_Error_Present
and he (i)s happy he get balloon uhhum . 461395_464635	cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|happy-S1 pron|he-Prs-Nom-S3 verb|get-Fin-Ind-Pres-S3 noun|balloon noun|uhhum-Acc .	No_Error_Present
and see the giraffe is sorry to take the elephant . 489025_492725	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|giraffe aux|be-Fin-Ind-Pres-S3 adj|sorry-S1 part|to verb|take-Inf-S det|the-Def-Art noun|elephant-Acc .	No_Error_Present
and <that (i)s (..) and the> [/-] see and he catch it all the way he can long . 493705_502045	cconj|and verb|see-Fin-Imp-S cconj|and pron|he-Prs-Nom-S3 verb|catch-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 det|all-Def-Tot det|the-Def-Art noun|way pron|he-Prs-Nom-S3 aux|can-Fin-S adv|long .	No_Error_Present
he can (no)t swim . 512365_513185	pron|he-Prs-Nom-S3 aux|can-Fin-S part|not verb|swim-Inf-S .	No_Error_Present
and see (.) and this is done . [+ bch] 533985_537345	cconj|and verb|see-Fin-Imp-S cconj|and pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 verb|do-Part-Past-S-irr .	No_Error_Present
and <he> [/] he (i)s happy ! 544085_545585	cconj|and pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|happy-S1 !	No_Error_Present
a long time ago he (i)s going swimmin(g) pool . 557865_561325	det|a-Ind-Art adj|long-S1 noun|time adv|ago pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S verb|swim-Ger-S noun|pool-Acc .	No_Error_Present
and <he> [//] the sign said no running (...) (be)cause it (i)s slippery [!] . 562045_567765	cconj|and det|the-Def-Art noun|sign verb|say-Fin-Ind-Past-S3-irr det|no-Def-Neg noun|running-Acc-Ger sconj|because pron|it-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 adj|slippery-S1 .	No_Error_Present
a long time he (i)s going in the pool [!] (.) and (s)plashing in the pool . 568905_573905	det|a-Ind-Art adj|long-S1 noun|time pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|in det|the-Def-Art noun|pool cconj|and verb|splash-Part-Pres-S adp|in det|the-Def-Art noun|pool .	No_Error_Present
and (.) see this girl gave a bandaid on there . 597245_601585	cconj|and verb|see-Fin-Imp-S det|this-Def-Dem-Sing noun|girl verb|give-Fin-Ind-Past-S3-irr det|a-Ind-Art noun|bandaid-Acc adp|on adv|there .	No_Error_Present
and he said ow [/] ow [/] ow . 609125_611725	cconj|and pron|he-Prs-Nom-S3 verb|say-Fin-Ind-Past-S3-irr adv|ow .	No_Error_Present
and <he said> [/] (.) he said the man is (.) too bad . 628075_634915	cconj|and pron|he-Prs-Nom-S3 verb|say-Fin-Ind-Past-S3-irr det|the-Def-Art noun|man aux|be-Fin-Ind-Pres-S3 adv|too adj|bad-S1 .	No_Error_Present
<the giraffe said (..) to the> [//] (..) and see the giraffe want the plane back (.) (be)cause the giraffe is this [!] plane (.) (be)cause the elephant that [!] (i)s yours uhhum . 664334_687894	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|giraffe-Acc verb|want-Inf-S det|the-Def-Art noun|plane-Acc adv|back sconj|because det|the-Def-Art noun|giraffe aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Sing noun|plane adp|because det|the-Def-Art noun|elephant pron|that-Rel aux|be-Fin-Ind-Pres-S3 pron|your-Prs-S2 noun|uhhum .	No_Error_Present
and see the giraffe is too mad . 706025_711825	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|giraffe aux|be-Fin-Ind-Pres-S3 adv|too adj|mad-S1 .	No_Error_Present
and see this man can (no)t catch us uhuh . 713415_719175	cconj|and verb|see-Fin-Imp-S det|this-Def-Dem-Sing noun|man aux|can-Fin-S part|not verb|catch-Inf-S pron|we-Prs-Acc-P1 adv|uhuh .	No_Error_Present
a long time (.) elephant can (no)t do it . 721015_726215	det|a-Ind-Art adj|long-S1 noun|time noun|elephant aux|can-Fin-S part|not verb|do-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
oh no he can (no)t reach it . 730695_733455	intj|oh intj|no pron|he-Prs-Nom-S3 aux|can-Fin-S part|not verb|reach-Inf-S pron|it-Prs-Acc-S3 .	No_Error_Present
and a long time (..) <the giraffe is> [/] the giraffe is too sad . 736125_745425	cconj|and det|a-Ind-Art adj|long-S1 noun|time det|the-Def-Art noun|giraffe aux|be-Fin-Ind-Pres-S3 adv|too adj|sad-S1 .	No_Error_Present
and the long time he catch it (.) far away . 763355_770255	cconj|and det|the-Def-Art adj|long-S1 noun|time pron|he-Prs-Nom-S3 verb|catch-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 adv|far adv|away .	No_Error_Present
he give it back there the giraffe . 772995_775655	pron|he-Prs-Nom-S3 verb|give-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 adp|back adv|there det|the-Def-Art noun|giraffe-Acc .	No_Error_Present
and see the elephant too hap:py . 780505_785305	cconj|and verb|see-Fin-Imp-S det|the-Def-Art noun|elephant-Acc adv|too adj|happy-S1 .	No_Error_Present
Bert is stuck , what do you want me to do ?	propn|Bert aux|be-Fin-Ind-Pres-S3 adj|stuck-S1 cm|cm pron|what-Int-S1 aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|want-Inf-S pron|I-Prs-Acc-S1 part|to verb|do-Inf-S ?	No_Error_Present
me can't .	pron|I-Prs-Acc-S1 aux|can-Fin-S~part|not .	No_Error_Present
me drive 0the truck away .	pron|I-Prs-Acc-S1 verb|drive-Fin-Ind-Pres-S1 noun|truck-Acc adv|away .	No_Error_Present
there have over there .	pron|there-Int-S1 verb|have-Fin-Ind-Pres-P3 adv|over adv|there .	No_Error_Present
me did .	pron|I-Prs-Acc-S1 aux|do-Fin-Ind-Past-S1-irr .	No_Error_Present
me 0have got 0a dump truck too .	pron|I-Prs-Acc-S1 verb|get-Fin-Ind-Past-S1-irr noun|dump noun|truck-Acc adv|too .	No_Error_Present
here 0is 0the junk pile .	adv|here noun|junk noun|pile .	No_Error_Present
I don't know .	pron|I-Prs-Nom-S1 aux|do-Fin-Ind-Pres-S1~part|not verb|know-Inf-S .	No_Error_Present
lookit here I .	noun|lookit adv|here pron|I-Prs-Nom-S1 .	No_Error_Present
what is it ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
that chair is rocking .	det|that-Def-Dem-Sing noun|chair aux|be-Fin-Ind-Pres-S3 verb|rock-Part-Pres-S .	No_Error_Present
it's a stairs here .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|stair-Plur adv|here .	No_Error_Present
climbed all the way up there 0to go 0to bed .	verb|climb-Fin-Ind-Past-S1 det|all-Def-Tot det|the-Def-Art noun|way-Acc adp|up adv|there verb|go-Fin-S noun|bed-Acc .	No_Error_Present
here's 0the bed .	adv|here~aux|be-Fin-Ind-Pres-S3 noun|bed .	No_Error_Present
he went back to bed .	pron|he-Prs-Nom-S3 verb|go-Fin-Ind-Past-S3-irr adv|back adp|to noun|bed .	No_Error_Present
what's in here ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in adv|here ?	No_Error_Present
lookit it's a sofa .	intj|lookit pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|sofa .	No_Error_Present
it's sitting there .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|sit-Part-Pres-S adv|there .	No_Error_Present
it's gonna sit right there can watch tv .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 part|go verb|sit-Inf-S adv|right adv|there aux|can-Fin-S verb|watch-Inf-S noun|TV-Acc .	No_Error_Present
that guy is .	det|that-Def-Dem-Sing noun|guy aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
there's chairs here .	pron|there-Int-S1~verb|be-Fin-Ind-Pres-S3 noun|chair-Plur adv|here .	No_Error_Present
what's in here ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in adv|here ?	No_Error_Present
it's outside .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|outside .	No_Error_Present
it's out in back .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|out adp|in noun|back .	No_Error_Present
it's out in back here .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 adv|out adp|in adv|back adv|here .	No_Error_Present
grandma's really hungry .	noun|grandma~aux|be-Fin-Ind-Pres-S3 adv|really adj|hungry-S1 .	No_Error_Present
lookit here .	noun|lookit adv|here .	No_Error_Present
it's filling up gas .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|fill-Part-Pres-S adp|up noun|gas-Acc .	No_Error_Present
it's pushing the gas tank .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|push-Part-Pres-S det|the-Def-Art noun|gas noun|tank-Acc .	No_Error_Present
this is a counter .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|counter .	No_Error_Present
that goes in the kitchen here .	pron|that-Dem verb|go-Fin-Ind-Pres-S3 adp|in det|the-Def-Art noun|kitchen adv|here .	No_Error_Present
lookit here what's this ?	noun|lookit adv|here pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 ?	No_Error_Present
when you do you put in here ?	adv|when pron|you-Prs-Nom-S2 aux|do-Fin-Ind-Pres-S2 pron|you-Prs-Nom-S2 verb|put-Inf-S adp|in adv|here ?	No_Error_Present
when you get a huh ?	adv|when pron|you-Prs-Nom-S2 verb|get-Fin-Ind-Pres-S2 det|a-Ind-Art intj|huh ?	No_Error_Present
what's that ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|that-Dem ?	No_Error_Present
it goes up here .	pron|it-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adp|up adv|here .	No_Error_Present
what's this here huh ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adv|here intj|huh ?	No_Error_Present
what is it a road ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 det|a-Ind-Art noun|road ?	No_Error_Present
it's a road .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 det|a-Ind-Art noun|road .	No_Error_Present
what's this a dish ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 det|a-Ind-Art noun|dish ?	No_Error_Present
he's sitting xxx back of it .	pron|he-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|sit-Part-Pres-S adv|back adp|of pron|it-Prs-Acc-S3 .	No_Error_Present
this is your hall room .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 pron|your-Prs-Gen-S2 noun|hall noun|room .	No_Error_Present
what you did here ?	pron|what-Int-S1 pron|you-Prs-Nom-S2 verb|do-Fin-Ind-Past-S2-irr adv|here ?	No_Error_Present
what is it ?	pron|what-Int-S1 aux|be-Fin-Ind-Pres-S3 pron|it-Prs-Nom-S3 ?	No_Error_Present
it goes here .	pron|it-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|here .	No_Error_Present
it goes here .	pron|it-Prs-Nom-S3 verb|go-Fin-Ind-Pres-S3 adv|here .	No_Error_Present
that guy's laying on the couch and sleeping .	det|that-Def-Dem-Sing noun|guy~aux|be-Fin-Ind-Pres-S3 verb|lay-Part-Pres-S adp|on det|the-Def-Art noun|couch cconj|and noun|sleeping-Ger .	No_Error_Present
what's this thing ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Sing noun|thing-Ger ?	No_Error_Present
now it xxx .	adv|now pron|it-Prs-Nom-S3 .	No_Error_Present
nobody get [* 0es] in there .	pron|nobody-Neg-S1 verb|get-Fin-S adp|in adv|there .	Error_Present
nobody get [* 0es] in there .	pron|nobody-Neg-S1 verb|get-Fin-S adp|in adv|there .	Error_Present
this is the bus stop .	pron|this-Dem-S1 aux|be-Fin-Ind-Pres-S3 det|the-Def-Art noun|bus noun|stop .	No_Error_Present
I'm getting the orange one .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|get-Part-Pres-S det|the-Def-Art adj|orange-S1 noun|one-Acc .	No_Error_Present
the cow's coming in .	det|the-Def-Art noun|cow~aux|be-Fin-Ind-Pres-S3 verb|come-Part-Pres-S adp|in .	No_Error_Present
the cow's gonna slide .	det|the-Def-Art noun|cow~aux|be-Fin-Ind-Pres-S3 adv|gonna verb|slide-Inf-S .	No_Error_Present
what's on the floor ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|on det|the-Def-Art noun|floor ?	No_Error_Present
the train is going in here .	det|the-Def-Art noun|train aux|be-Fin-Ind-Pres-S3 verb|go-Part-Pres-S adp|in adv|here .	No_Error_Present
there he pick [* 0es] it up .	adv|there pron|he-Prs-Nom-S3 verb|pick-Fin-Ind-Pres-S3 pron|it-Prs-Acc-S3 adp|up .	Error_Present
the person is in there .	det|the-Def-Art noun|person aux|be-Fin-Ind-Pres-S3 adp|in adv|there .	No_Error_Present
I wont the blocks 0to go in here .	pron|I-Prs-Nom-S1 verb|wont-Fin-Ind-Pres-S1 det|the-Def-Art noun|block-Plur-Acc verb|go-Inf-S adp|in adv|here .	No_Error_Present
here it comes .	adv|here pron|it-Prs-Nom-S3 verb|come-Fin-Ind-Pres-S3 .	No_Error_Present
I'm dumping the car .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 verb|dump-Part-Pres-S det|the-Def-Art noun|car-Acc .	No_Error_Present
it's picking up some more corn in here .	pron|it-Prs-Nom-S3~aux|be-Fin-Ind-Pres-S3 verb|pick-Part-Pres-S adp|up det|some-Def-Ind adj|more-Cmp-S1 noun|corn-Acc adp|in adv|here .	No_Error_Present
what's this here ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adv|here ?	No_Error_Present
what's this here ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adv|here ?	No_Error_Present
you buy a new part here .	pron|you-Prs-Nom-S2 verb|buy-Fin-Ind-Pres-S2 det|a-Ind-Art adj|new-S1 noun|part-Acc adv|here .	No_Error_Present
what's this a dumper ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 det|a-Ind-Art noun|dumper ?	No_Error_Present
who's this grandpa ?	pron|who-Int~aux|be-Fin-Ind-Pres-S3 det|this-Def-Dem-Sing noun|grandpa ?	No_Error_Present
gonna dump on a horse .	adv|gonna verb|dump-Fin-S adp|on det|a-Ind-Art noun|horse .	No_Error_Present
watch gonna dump on the horse .	verb|watch-Fin-Imp-S adv|gonna verb|dump-Inf-S adp|on det|the-Def-Art noun|horse .	No_Error_Present
I'm gonna let dump on the horse .	pron|I-Prs-Nom-S1~aux|be-Fin-Ind-Pres-S1 part|go verb|let-Inf-S verb|dump-Inf-S adp|on det|the-Def-Art noun|horse .	No_Error_Present
oh oh horse is not gonna feel good .	intj|oh intj|oh noun|horse aux|be-Fin-Ind-Pres-S3 part|not part|go verb|feel-Inf-S adj|good-S1 .	No_Error_Present
what's in there ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 adp|in adv|there ?	No_Error_Present
this I can pay .	pron|this-Dem-S1 pron|I-Prs-Nom-S1 aux|can-Fin-S verb|pay-Inf-S .	No_Error_Present
what's this here ?	pron|what-Int-S1~aux|be-Fin-Ind-Pres-S3 pron|this-Dem-S1 adv|here ?	No_Error_Present
there he is .	pron|there-Dem-S1 pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
there he is .	pron|there-Dem-S1 pron|he-Prs-Nom-S3 aux|be-Fin-Ind-Pres-S3 .	No_Error_Present
now it dump [* 0s] .	adv|now pron|it-Prs-Nom-S3 verb|dump-Fin-Ind-Pres-S3 .	Error_Present
<don't> [/] , don't do that .	cm|cm aux|do-Fin-Imp-S~part|not verb|do-Fin-Imp-S pron|that-Dem .	No_Error_Present
this be mine piece .	pron|this-Dem-S1 aux|be-Inf-S pron|my-Prs-S1 noun|piece .	No_Error_Present
that be your piece .	pron|that-Dem aux|be-Inf-S pron|your-Prs-Gen-S2 noun|piece .	No_Error_Present
me [* 0've] gotta make 0a worm , add to it that sucker .	pron|I-Prs-Acc-S1 aux|getta-Fin-S verb|make-Inf-S noun|worm-Acc cm|cm verb|add-Fin-Imp-S adp|to pron|it-Prs-Acc-S3 det|that-Def-Dem-Sing noun|sucker .	Error_Present
me too .	pron|I-Prs-Acc-S1 adv|too .	No_Error_Present
gotta take that .	aux|getta-Fin-S verb|take-Inf-S pron|that-Dem .	No_Error_Present
and 0the car come [* 0es] here .	cconj|and noun|car verb|come-Fin-Ind-Pres-S3 adv|here .	Error_Present
all these here xxx .	det|all-Def-Tot pron|this-Dem-P1 adv|here .	No_Error_Present
yep , with train track [* 0s] going under .	intj|yep cm|cm adp|with noun|train noun|track verb|go-Part-Pres-S adv|under .	Error_Present
